Job Title;Updated Date;Company;Min Salary;Max Salary;Cleaned_City;Latitude;Longitude;country;State
Softwareentwickler (m/w/d) in spannungsgeladenen Projekten fÃ¼r unseren Standort Aachen oder Essen;2025-04-09T10:20:46Z;SOPTIM AG;;;aachen;507762;60838;Germany;North Rhine-Westphalia
Senior Software-Entwickler (m/w/d);2025-04-09T10:20:10Z;virtic GmbH & Co. KG;;;dortmund;515139;74653;Germany;North Rhine-Westphalia
IT Administrator / IT Nutzerbetreuer (w/m/d);2025-04-09T10:18:54Z;PLANET AI GmbH;;;rostock;540833;121333;Germany;Mecklenburg-Western Pomerania
Software Developer (m/w/d) .NET Backend;2025-04-09T10:16:25Z;Simplias GmbH;;;leipzig;513500;123833;Germany;Saxony
Engineer (m/w/d) Cloud Services & Support;2025-04-09T10:15:32Z;GBTEC Software AG;;;bochum;514833;72167;Germany;North Rhine-Westphalia
System Administrator (m/w/d);2025-04-09T10:15:11Z;b4value.net GmbH;;;arnstadt;508342;109464;Germany;Thuringia
DevOps Engineer (w/m/d);2025-04-09T10:08:29Z;mobisys GmbH;;;mörfelden-walldorf;499896;85661;Germany;Hesse
DevOps Engineer (m/w/d);2025-04-09T10:05:18Z;b4value.net GmbH;;;arnstadt;508342;109464;Germany;Thuringia
Senior Softwareentwickler (m/w/d);2025-04-09T10:04:47Z;Softwarehelden GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Software Architect (m/f/d);2025-04-09T09:06:44Z;Recruitment Circle GmbH;;;berlin;525167;133833;Germany;Berlin
Softwaretester (m/w/d);2025-04-09T08:58:17Z;TOPdesk Deutschland GmbH;;;kaiserslautern;494447;77689;Germany;Rhineland-Palatinate
Ansys IT-Systemingenieur*;2025-04-09T08:58:07Z;CADFEM Germany GmbH;;;gera;508782;120824;Germany;Thuringia
Informatiker als IT Consultant â€“ SCADA-Systeme, Industrielle Infrastrukturen (m/w/d);2025-04-09T08:57:57Z;MESALOGIC GmbH;;;gießen;505833;86667;Germany;Hesse
Partner Enablement Program Manager (m/w/d);2025-04-09T08:57:56Z;Sage GmbH;;;frankfurt;501136;86797;Germany;Hesse
Entwickler*in EDI/BI/Datenbanken (m/w/d);2025-04-09T08:49:40Z;BMF Media Information Technology GmbH;;;augsburg;483717;108983;Germany;Bavaria
Entwickler*in EDI/BI/Datenbanken (m/w/d);2025-04-09T08:49:03Z;BMF Media Information Technology GmbH;;;bardowick;533333;104333;Germany;Lower Saxony
Entwickler*in EDI/BI/Datenbanken (m/w/d);2025-04-09T08:48:59Z;BMF Media Information Technology GmbH;;;bad hersfeld;508683;97067;Germany;Hesse
Business Analyst Produkt- und Vorgangsdienste (m/w/d);2025-04-09T08:47:34Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Senior Software-Entwickler Frontend Produkt- und Vorgangsdienste (m/w/d);2025-04-09T08:47:29Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Senior Software-Entwickler Backend Produkt- und Vorgangsdienste (m/w/d);2025-04-09T08:44:12Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
IT Project Manager (m/f/d);2025-04-09T08:22:28Z;Recruitment Circle GmbH;;;neu-ulm;483833;100000;Germany;Bavaria
IT-Systemadministrator (m/w/d);2025-04-09T08:20:03Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT-Systemadministrator (m/w/d);2025-04-09T08:20:03Z;DIS AG;;;ludwigshafen;494811;84353;Germany;Rhineland-Palatinate
IT-Systemadministrator (m/w/d);2025-04-09T08:20:03Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT-Systemadministrator (m/w/d);2025-04-09T08:20:03Z;DIS AG;;;ludwigshafen;494811;84353;Germany;Rhineland-Palatinate
IT-Systemadministrator (m/w/d);2025-04-09T08:20:03Z;DIS AG;;;lingen;525233;73172;Germany;Lower Saxony
Fachinformatiker / Technical Support Specialist - Payment I SaaS LÃ¶sung (m/w/d) // Homeoffice, Vollzeit oder Teilzeit;2025-04-09T08:13:01Z;ParentPay Deutschland GmbH;;;elmshorn;537547;96536;Germany;Schleswig-Holstein
Informationssicherheitsberater (gn);2025-04-09T08:07:06Z;HRVST GmbH;;;erfurt;509787;110328;Germany;Thuringia
Frontend Developer React (m/w/d) in Hamburg;2025-04-09T08:00:44Z;slashwhy GmbH & Co. KG;;;hamburg;535500;100000;Germany;Hamburg
Frontend Developer React (m/w/d) in OsnabrÃ¼ck;2025-04-09T08:00:44Z;slashwhy GmbH & Co. KG;;;osnabrück;522789;80431;Germany;Lower Saxony
Senior Softwareentwickler C# .NET (m/w/d);2025-04-09T07:51:35Z;twoeyes software GmbH;;;kempten;477333;103167;Germany;Bavaria
Java Software Developer (m/w/d);2025-04-09T07:14:08Z;Recruitment Circle GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Java Software Developer (m/w/d);2025-04-09T07:11:27Z;Recruitment Circle GmbH;;;essen;514508;70131;Germany;North Rhine-Westphalia
Java Software Developer (m/w/d);2025-04-09T07:08:40Z;Recruitment Circle GmbH;;;stralsund;543000;130833;Germany;Mecklenburg-Western Pomerania
Java Software Developer (m/w/d);2025-04-09T07:05:45Z;Recruitment Circle GmbH;;;rostock;540833;121333;Germany;Mecklenburg-Western Pomerania
Computer Scientist / IT Specialist as Network Specialist (m/f/d) Jobs in MÃ¶nchengladbach;2025-04-09T07:03:27Z;HeyJobs GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Java Software Developer (m/w/d);2025-04-09T07:01:04Z;Recruitment Circle GmbH;;;karlsruhe;490167;84000;Germany;Baden-Württemberg
B110-C01 IT Support Specialist (m/w/d) Jobs in Duisburg;2025-04-09T07:00:15Z;HeyJobs GmbH;;;duisburg;514322;67611;Germany;North Rhine-Westphalia
B110-C01 IT Support Specialist (m/w/d);2025-04-09T06:58:18Z;HeyJobs GmbH;;;duisburg;514322;67611;Germany;North Rhine-Westphalia
Java Software Developer (m/w/d);2025-04-09T06:56:02Z;Recruitment Circle GmbH;;;neumünster;540714;99900;Germany;Schleswig-Holstein
IT-Consultant Microsoft 365 (m/w/d) Jobs in Leipzig;2025-04-09T06:50:21Z;HeyJobs GmbH;;;leipzig;513500;123833;Germany;Saxony
SAP Inhouse Consultant (m/w/d);2025-04-09T04:59:21Z;WeMatch.;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Ausbildung Fachinformatiker fÃ¼r Anwendungsentwicklung (m/w/d) in Erfurt 2025 Jobs in Erfurt;2025-04-09T04:27:49Z;HeyJobs GmbH;;;erfurt;509787;110328;Germany;Thuringia
Softwareentwickler C# / .NET (m/w/d);2025-04-09T03:22:17Z;theurer.com GmbH;;;freiberg;509119;133428;Germany;Saxony
Frontend Entwickler (m/w/d);2025-04-09T01:57:06Z;SelectLine Software GmbH;;;magdeburg;521278;116292;Germany;Saxony-Anhalt
Systemadministrator*in / IT Infrastruktur Spezialist*in (w/m/d);2025-04-09T01:40:28Z;Technische UniversitÃ¤t Ilmenau;;;ilmenau;506872;109142;Germany;Thuringia
IT Systemadministrator (m/w/d) Citrix;2025-04-09T01:31:13Z;Hochschule Kempten;;;hof;503167;119167;Germany;Bavaria
DevOps Engineer (m/f/d) Retail7;2025-04-09T01:21:39Z;GK Software SE;;;landau;491994;81231;Germany;Rhineland-Palatinate
Data Protection Manager (m/w/d);2025-04-09T00:06:59Z;think project! International GmbH & Co. KG;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Senior Software Engineer (m/w/d);2025-04-09T00:05:54Z;Amadeus Fire AG;;;hamburg;535500;100000;Germany;Hamburg
PHP-Entwickler (m/w/d);2025-04-09T00:05:52Z;Amadeus Fire AG;;;koblenz;503597;75978;Germany;Rhineland-Palatinate
IT-Specialist (m/w/d) Bereich Aviation;2025-04-09T00:05:51Z;Amadeus Fire AG;;;regen;489700;131264;Germany;Bavaria
DevOps Engineer (m/w/d) 50% Remote;2025-04-09T00:05:51Z;Amadeus Fire AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT-Administrator (m/w/d) Schwerpunkt Systemintegration;2025-04-09T00:05:49Z;Amadeus Fire AG;;;reutlingen;484833;92167;Germany;Baden-Württemberg
Inhouse-Consultant Campus-Management-System (m/w/d);2025-04-08T22:33:22Z;Technische UniversitÃ¤t MÃ¼nchen;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
DevOps (m/f/d);2025-04-08T22:24:24Z;E-PROJECTA GmbH;;;balingen;482731;88506;Germany;Baden-Württemberg
Android Software Engineer (all genders);2025-04-08T22:10:53Z;TeamViewer GmbH;;;bremen;531153;87975;Germany;Bremen
Fachinformatiker (m/w/d);2025-04-08T21:42:08Z;CompuGroup Medical SE;;;erfurt;509787;110328;Germany;Thuringia
Senior React Frontend-Entwickler (m/w/d) - Berlin;2025-04-08T20:52:00Z;NEXUS SWISSLAB GmbH;;;berlin;525167;133833;Germany;Berlin
(Junior) Cloud-Native Developer (f/m/d) SAP BTP Foundation Unified Services & Commercialization Team;2025-04-08T20:34:00Z;SAP;;;berlin;525167;133833;Germany;Berlin
Softwareentwickler Java Schwerpunkt Versicherung (m/w/d) Jobs in Leinfelden-Echterdingen;2025-04-08T20:07:32Z;HeyJobs GmbH;;;leinfelden-echterdingen;486928;91428;Germany;Baden-Württemberg
Softwareentwickler Java Schwerpunkt Versicherung (m/w/d);2025-04-08T20:06:39Z;msg life central europe gmbh;;;leinfelden-echterdingen;486928;91428;Germany;Baden-Württemberg
Underwriter Technische Versicherung (m/w/d) Jobs in Stuttgart;2025-04-08T20:04:30Z;HeyJobs GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Senior Network Engineer (f/m/d);2025-04-08T20:03:05Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
Aspiring (RISE) Enterprise Architect - MU Germany (f/m/d);2025-04-08T19:49:03Z;SAP;;;gera;508782;120824;Germany;Thuringia
Test Automation Engineer - Schwerpunkt Datenbanken (m/w/d);2025-04-08T19:41:02Z;rola Security Solutions GmbH;;;oberhausen;514699;68514;Germany;North Rhine-Westphalia
IT-Onsite Supporter (m/w/d) in Oldenburg Jobs in Oldenburg;2025-04-08T19:37:08Z;HeyJobs GmbH;;;oldenburg;531439;82139;Germany;Lower Saxony
Senior AI Architect (m/f/d);2025-04-08T19:32:32Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
Senior System Engineer (gn) Intune & SCCM Specialist;2025-04-08T19:09:14Z;SoftwareOne;;;erfurt;509787;110328;Germany;Thuringia
Senior Developer (f/m/d) - SAP Analytics Cloud Performance and Reliability Excellence;2025-04-08T18:59:45Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
Developer (f/m/d) - SAP Analytics Cloud Performance and Reliability Excellence;2025-04-08T18:59:24Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
Senior Scrum Master (m/w/d);2025-04-08T18:27:33Z;aixigo AG;;;aachen;507762;60838;Germany;North Rhine-Westphalia
DevOps Cloud Engineer (m/f/d);2025-04-08T18:19:42Z;aixigo AG;;;aachen;507762;60838;Germany;North Rhine-Westphalia
Java Developer (m/f/d);2025-04-08T17:24:53Z;Recruitment Circle GmbH;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Java Developer (m/f/d);2025-04-08T17:19:37Z;Recruitment Circle GmbH;;;augsburg;483717;108983;Germany;Bavaria
Java Developer (m/f/d);2025-04-08T17:08:10Z;Recruitment Circle GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
IT-Support (m/w/d) First & Second Level â€“ Mannheim;2025-04-08T16:24:15Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT-Support Spezialist (m/w/d);2025-04-08T16:24:15Z;DIS AG;;;ludwigshafen;494811;84353;Germany;Rhineland-Palatinate
IT-Support Mitarbeiter (m/w/d);2025-04-08T16:24:15Z;DIS AG;;;viernheim;495380;85792;Germany;Hesse
IT-Support Mitarbeiter (m/w/d);2025-04-08T16:24:15Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT-Support Spezialist (m/w/d);2025-04-08T16:24:15Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT-Support / Helpdesk (m/w/d);2025-04-08T16:24:15Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT-Sicherheitsexperte (m/w/d);2025-04-08T16:24:13Z;DIS AG;;;lampertheim;495942;84671;Germany;Hesse
IT-Netzwerkadministrator (m/w/d) in Heidelberg;2025-04-08T16:24:12Z;DIS AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
IT-Projektmanager (m/w/d);2025-04-08T16:24:12Z;DIS AG;;;frankenthal;495333;83500;Germany;Rhineland-Palatinate
IT-Netzwerkadministrator (m/w/d);2025-04-08T16:24:12Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT-Projektmanager (m/w/d);2025-04-08T16:24:12Z;DIS AG;;;heppenheim;496415;86450;Germany;Hesse
Data Backend Developer (f/m/d);2025-04-08T16:11:09Z;ONCARE GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Inhouse-Consultant Campus-Management-System (m/w/d);2025-04-08T13:11:45Z;Technische UniversitÃ¤t MÃ¼nchen (TUM);;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
IT-Projektmanager(m/w/d);2025-04-08T13:11:43Z;Technische UniversitÃ¤t MÃ¼nchen (TUM);;;aachen;507762;60838;Germany;North Rhine-Westphalia
IT-Projektmanager(m/w/d);2025-04-08T13:11:43Z;Technische UniversitÃ¤t MÃ¼nchen (TUM);;;freising;484028;117489;Germany;Bavaria
IT-Projektmanager(m/w/d);2025-04-08T13:11:43Z;Technische UniversitÃ¤t MÃ¼nchen (TUM);;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
IT-Techniker & Makerspace-Manager (m/w/d);2025-04-08T13:08:19Z;Technische UniversitÃ¤t NÃ¼rnberg;;;arnsberg;513967;80644;Germany;North Rhine-Westphalia
Senior Java Entwickler/ Architekt (m/w/d) - Bankenbranche;2025-04-08T12:46:12Z;Peak One GmbH;;;frankfurt;501136;86797;Germany;Hesse
Senior DevOps Engineer (m/w/d);2025-04-08T11:26:08Z;Stay Informed GmbH;;;freiburg im breisgau;479947;78497;Germany;Baden-Württemberg
Software-Entwickler (m/w/d) (Java - Fokus Datenbanken) - in Dresden;2025-04-08T11:13:56Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
IT-Helpdesk Mitarbeiter (m/w/d);2025-04-08T11:13:56Z;DIS AG;;;ludwigshafen;494811;84353;Germany;Rhineland-Palatinate
IT-Applikationsmanager (m/w/d);2025-04-08T11:13:56Z;DIS AG;;;wiesloch;492942;86983;Germany;Baden-Württemberg
IT-Applikationsmanager (m/w/d);2025-04-08T11:13:56Z;DIS AG;;;ludwigshafen;494811;84353;Germany;Rhineland-Palatinate
Softwaretester (m/w/d) in Dresden;2025-04-08T11:13:56Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Softwareentwickler (Java - Fokus Frontend) (m/w/d) in Dresden;2025-04-08T11:13:55Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Software-Entwickler (Java - Webapplikationen) (m/w/d) in Dresden;2025-04-08T11:13:55Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
SAP-Entwickler (m/w/d) in Dresden;2025-04-08T11:13:55Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
IT Application Manager (m/w/d) in Mannheim;2025-04-08T11:13:54Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
Datenbankadministrator (m/w/d);2025-04-08T11:13:54Z;DIS AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
IT System Engineer Infrastructure (m/w/d);2025-04-08T11:13:54Z;DIS AG;;;alzey;497517;81161;Germany;Rhineland-Palatinate
Datenbankadministrator (m/w/d);2025-04-08T11:13:54Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
DevOps Engineer (m/w/d);2025-04-08T11:13:54Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
Cloud Engineer (m/w/d);2025-04-08T11:13:53Z;DIS AG;;;heppenheim;496415;86450;Germany;Hesse
Datenbankadministrator (m/w/d);2025-04-08T11:13:53Z;DIS AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
Datenbankadministrator (m/w/d);2025-04-08T11:13:53Z;DIS AG;;;ludwigshafen;494811;84353;Germany;Rhineland-Palatinate
Customer Support & Enablement Specialist (m/w/d);2025-04-08T11:06:49Z;sqanit GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Senior Javascript Developer (f/m/d);2025-04-08T11:06:45Z;sqanit GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Softwareentwickler .NET;2025-04-08T10:08:37Z;CAQ AG Factory Systems;;;langen;499893;86803;Germany;Hesse
SAP Inhouse Consultant SAP SD (m/w/d);2025-04-08T09:38:44Z;WeMatch.;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
IT Provider Manager (m/w/d) - 100% Remote;2025-04-08T09:37:43Z;WeMatch.;;;berlin;525167;133833;Germany;Berlin
IT Provider Manager (m/w/d) - 100% Remote;2025-04-08T09:36:12Z;WeMatch.;;;hamburg;535500;100000;Germany;Hamburg
IT Service Manager (m/w/d) - 100% Remote;2025-04-08T09:34:11Z;WeMatch.;;;leipzig;513500;123833;Germany;Saxony
IT Service Manager (m/w/d) - 100% Remote;2025-04-08T09:32:17Z;WeMatch.;;;frankfurt;501136;86797;Germany;Hesse
IT Service Manager (m/w/d) - 100% Remote;2025-04-08T09:31:36Z;WeMatch.;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
IT Service Manager (m/w/d) - 100% Remote;2025-04-08T09:30:51Z;WeMatch.;;;stuttgart;487761;91775;Germany;Baden-Württemberg
IT Service Manager (m/w/d) - 100% Remote;2025-04-08T09:30:00Z;WeMatch.;;;hamburg;535500;100000;Germany;Hamburg
IT Service Manager (m/w/d) - 100% Remote;2025-04-08T09:29:15Z;WeMatch.;;;berlin;525167;133833;Germany;Berlin
(Senior) IT-Systemadministrator (m/w/d);2025-04-08T09:25:13Z;WeMatch.;;;jülich;509222;63583;Germany;North Rhine-Westphalia
Linux System Administrator (m/w/d);2025-04-08T09:24:28Z;WeMatch.;;;bielefeld;520167;85333;Germany;North Rhine-Westphalia
DevOps Engineer (m/w/d) - 60% Home Office;2025-04-08T09:23:43Z;WeMatch.;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
IT Support Specialist (m/w/d) - bis zu 80% Home Office;2025-04-08T09:22:11Z;WeMatch.;;;bonn;507339;70997;Germany;North Rhine-Westphalia
IT-Systemadministrator (m/w/d);2025-04-08T09:21:25Z;WeMatch.;;;lindau;475458;96839;Germany;Bavaria
IT-Systemadministrator (m/w/d);2025-04-08T09:19:27Z;WeMatch.;;;bonn;507339;70997;Germany;North Rhine-Westphalia
IT-Systemadministrator (m/w/d);2025-04-08T09:18:47Z;WeMatch.;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Senior IT-Systemadministrator (m/w/d) - 80% Hybrid;2025-04-08T09:18:21Z;WeMatch.;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
IT Support Specialist (m/w/d);2025-04-08T09:15:12Z;WeMatch.;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Information Security Officer (m/w/d) - 90% Hybrid;2025-04-08T09:10:46Z;WeMatch.;;;bonn;507339;70997;Germany;North Rhine-Westphalia
IT-Systemadministrator (m/w/d);2025-04-08T09:08:44Z;WeMatch.;;;essen;514508;70131;Germany;North Rhine-Westphalia
IT-Systemadministrator (m/w/d);2025-04-08T09:08:03Z;WeMatch.;;;duisburg;514322;67611;Germany;North Rhine-Westphalia
IT Support Specialist (m/w/d);2025-04-08T09:03:33Z;WeMatch.;;;duisburg;514322;67611;Germany;North Rhine-Westphalia
IT Support Specialist (m/w/d);2025-04-08T09:02:47Z;WeMatch.;;;essen;514508;70131;Germany;North Rhine-Westphalia
PL/SQL-Entwickler:in (w/m/d);2025-04-08T08:58:52Z;Kalorimeta;;;hamburg;535500;100000;Germany;Hamburg
Mitarbeiter:in im IT Service Desk (m/w/d);2025-04-08T08:29:31Z;softgarden e-recruiting gmbh;;;berlin;525167;133833;Germany;Berlin
C# Entwickler - Coding mit bis zu 100% Remote;2025-04-08T08:08:17Z;MB Software und Systeme GmbH;;;winsen;533667;102167;Germany;Lower Saxony
Network Engineer (m/w/d);2025-04-08T07:56:16Z;medatixx GmbH & Co. KG Jobportal;;;rheine;522833;74333;Germany;North Rhine-Westphalia
Senior IT-Systemadministrator (m/w/d);2025-04-08T07:12:26Z;WeMatch.;;;essen;514508;70131;Germany;North Rhine-Westphalia
Senior IT-Systemadministrator (m/w/d);2025-04-08T07:11:00Z;WeMatch.;;;duisburg;514322;67611;Germany;North Rhine-Westphalia
IT-Architekt (m/w/d);2025-04-08T07:09:35Z;WeMatch.;;;duisburg;514322;67611;Germany;North Rhine-Westphalia
Senior DevOps Engineer (m/w/d);2025-04-08T07:08:29Z;WeMatch.;;;bonn;507339;70997;Germany;North Rhine-Westphalia
(Senior) Project Manager (m/f/d) - Sportbereich und deutschlandweit;2025-04-08T06:18:00Z;Recruitment Circle GmbH;;;berlin;525167;133833;Germany;Berlin
IT Spezialist*in eBanking (m/w/div);2025-04-08T03:59:06Z;HeyJobs GmbH;;;würzburg;497944;99294;Germany;Bavaria
Quereinsteiger Jobs in Erlangen;2025-04-08T02:16:21Z;HeyJobs GmbH;;;erlangen;495964;110044;Germany;Bavaria
Quality Engineer (m/w/d) Product;2025-04-08T00:36:06Z;GK Software SE;;;schönebeck;520167;117500;Germany;Saxony-Anhalt
Testmanager (m/w/d);2025-04-08T00:30:15Z;euregon AG;;;augsburg;483717;108983;Germany;Bavaria
Frontend Engineer - Employee App;2025-04-08T00:29:00Z;Staffbase GmbH;;;dresden;510493;137384;Germany;Saxony
Frontend Engineer - Employee App;2025-04-08T00:28:14Z;Staffbase GmbH;;;berlin;525167;133833;Germany;Berlin
Frontend Engineer - Employee App;2025-04-08T00:28:02Z;Staffbase GmbH;;;leipzig;513500;123833;Germany;Saxony
Frontend Engineer - Employee App;2025-04-08T00:28:00Z;Staffbase GmbH;;;chemnitz;508333;129167;Germany;Saxony
Senior IT Systems Engineer (f/m/d);2025-04-08T00:17:16Z;Contentful GmbH;;;berlin;525167;133833;Germany;Berlin
Senior Full Stack Engineer (f/m/d);2025-04-08T00:17:10Z;Contentful GmbH;;;berlin;525167;133833;Germany;Berlin
Senior DevOps Engineer (f/m/d);2025-04-08T00:17:06Z;Contentful GmbH;;;berlin;525167;133833;Germany;Berlin
Infrastructure Engineer (f/m/d);2025-04-08T00:17:03Z;Contentful GmbH;;;berlin;525167;133833;Germany;Berlin
Fullstack Engineer - AI Feature Innovation (f/m/d);2025-04-08T00:17:01Z;Contentful GmbH;;;berlin;525167;133833;Germany;Berlin
Engineering Manager (f/m/d);2025-04-08T00:17:00Z;Contentful GmbH;;;berlin;525167;133833;Germany;Berlin
IT Systemadministrator (m/w/d);2025-04-08T00:05:53Z;Amadeus Fire AG;;;hamburg;535500;100000;Germany;Hamburg
TYPO3 Backend Entwickler (m/w/d);2025-04-08T00:05:51Z;Amadeus Fire AG;;;chemnitz;508333;129167;Germany;Saxony
Welche UnterstÃ¼tzung bieten Unternehmen in Flensburg fÃ¼r neue Mitarbeiter an;2025-04-07T22:10:17Z;HeyJobs GmbH;;;flensburg;547819;94367;Germany;Schleswig-Holstein
2nd Level IT Support (m/w/d) Remote;2025-04-07T22:07:49Z;onOffice GmbH;;;aachen;507762;60838;Germany;North Rhine-Westphalia
Softwaretrainer (m/w/d) in der Pflege;2025-04-07T21:30:00Z;CompuGroup Medical SE;;;bochum;514833;72167;Germany;North Rhine-Westphalia
ETL-Entwickler (m/w/d);2025-04-07T21:29:55Z;CompuGroup Medical SE;;;olching;482000;113167;Germany;Bavaria
Servicetechniker im AuÃŸendienst (m/w/d);2025-04-07T21:29:40Z;CompuGroup Medical SE;;;arnsberg;513967;80644;Germany;North Rhine-Westphalia
(Senior) Developer (f/m/d) for SAP Sustainability Control Tower - Limited until 31.08.2026;2025-04-07T20:37:21Z;SAP;;;achim;530130;90330;Germany;Lower Saxony
Machine Learning Engineer at AI CoE (f/m/d);2025-04-07T20:34:18Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
Development Support Specialist;2025-04-07T20:05:58Z;Canto GmbH;;;berlin;525167;133833;Germany;Berlin
IT Service Desk Agent 2nd Level Support (m/w/d) in Cottbus;2025-04-07T16:14:57Z;DIS AG;;;cottbus;517606;143342;Germany;Brandenburg
Berater (m/w/d) fÃ¼r Microsoft SQL Server in Dresden;2025-04-07T16:14:54Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
C++ Softwareentwickler (m/w/d) in Dresden;2025-04-07T16:14:54Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Anwendungsentwickler .NET (m/w/d) im Bereich ERP-System in Dresden;2025-04-07T16:14:52Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
IT-Fachinformatiker (m/w/d) fÃ¼r Systemintegration;2025-04-07T16:06:00Z;Amadeus Fire AG;;;sindelfingen;487133;90028;Germany;Baden-Württemberg
Embedded Software Entwickler (m/f/d) Defence;2025-04-07T15:25:17Z;Bertrandt AG;;;bremen;531153;87975;Germany;Bremen
Linux Systemspezialist (m/w/d);2025-04-07T14:30:01Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Anwendungsfachverantwortlicher fÃ¼r das Informationsrisikomanagement (m/w/d);2025-04-07T14:29:56Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
SAS Entwickler (m/w/d);2025-04-07T14:29:46Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Testengineer DeviceCloud (m/w/d);2025-04-07T14:29:20Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Systemadministrator und Entwickler fÃ¼r Ãœberwachungswerkzeuge im Client/Server-Umfeld (m/w/d);2025-04-07T14:28:55Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Business Analyst Payment (m/w/d);2025-04-07T14:28:50Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
IT-Berater (m/w/d) technische Infrastruktur;2025-04-07T14:28:40Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Business Analyst Kundenbonusprogramme (Loyalty) (m/w/d);2025-04-07T14:28:35Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Testmanager (m/w/d) Meldewesen;2025-04-07T14:28:25Z;Finanz Informatik GmbH & Co. KG;;;frankfurt;501136;86797;Germany;Hesse
Mitarbeiter Kundensupport (m/w/x) ERP Software;2025-04-07T13:26:52Z;opta data focus GmbH;;;delmenhorst;530506;86317;Germany;Lower Saxony
Mobile-App-Entwickler (m/w/d) iOS;2025-04-07T12:43:49Z;WeMatch.;;;essen;514508;70131;Germany;North Rhine-Westphalia
Softwareentwickler Backend (Java/Fullstack) (w/m/d);2025-04-07T12:36:06Z;WeMatch.;;;bielefeld;520167;85333;Germany;North Rhine-Westphalia
Full-Stack Developer (m/w/d);2025-04-07T11:37:48Z;euregon AG;;;augsburg;483717;108983;Germany;Bavaria
