Job Title;Updated Date;Company;Min Salary;Max Salary;Cleaned_City;Latitude;Longitude;country;State
Testsystemingenieur und - Spezialisten UNIX (m/w/d);2025-04-03T06:50:47Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Berater IT-Projekte (m/w/d) 100% REMOTE;2025-04-03T00:06:05Z;Powerprozesse;;;worms;496319;83653;Germany;Rhineland-Palatinate
Ethical Hacker (m/f/d);2025-04-02T21:35:50Z;CompuGroup Medical SE;;;koblenz;503597;75978;Germany;Rhineland-Palatinate
Backend Engineer (f/m/d) - Remote EMEA;2025-04-02T18:18:33Z;Hygraph;;;berlin;525167;133833;Germany;Berlin
Senior User Experience Designer (f/m/d) - SAP Signavio - Process Analysis & Mining;2025-04-02T18:12:40Z;SAP;;;berlin;525167;133833;Germany;Berlin
(Junior) UI Developer (d/f/m) - Develop experience for millions of users;2025-04-02T18:11:37Z;SAP;;;roth;492461;110911;Germany;Bavaria
Senior Software Developer;2025-04-02T17:18:36Z;Tacton;;;karlsruhe;490167;84000;Germany;Baden-Württemberg
Softwareentwickler Backend (m/w/d);2025-04-02T17:01:49Z;Digital Life Sciences GmbH;;;eschweiler;508167;62833;Germany;North Rhine-Westphalia
IT-Service Engineer / Support-Mitarbeiter (m/w/d);2025-04-02T17:01:39Z;Digital Life Sciences GmbH;;;eschweiler;508167;62833;Germany;North Rhine-Westphalia
Software Engineer Documentation Framework (m/w/d);2025-04-02T16:32:59Z;MVTec Software GmbH Jobportal;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
(Junior-) IT-Systemadministrator*in;2025-04-02T16:27:19Z;TEAM GmbH;;;paderborn;517167;87667;Germany;North Rhine-Westphalia
IT-Systemingenieur (m/w/d) ID:274228 - Hybrid / Remote Work;2025-04-02T16:13:50Z;DIS AG;;;schutterwald;485167;78833;Germany;Baden-Württemberg
IT-Systemtechniker (m/w/d) ID:274228 - Hybrid / Remote Work;2025-04-02T16:13:50Z;DIS AG;;;schutterwald;485167;78833;Germany;Baden-Württemberg
Senior IT Systemadministrator (m/w/d) Network & Security;2025-04-02T16:13:49Z;DIS AG;;;pfungstadt;498056;86044;Germany;Hesse
Systemadministrator (m/w/d) in Stuttgart;2025-04-02T16:13:49Z;DIS AG;;;stuttgart;487761;91775;Germany;Baden-Württemberg
IT-Helpdesk Mitarbeiter (w/m/d);2025-04-02T16:07:28Z;Passion for People GmbH;;;mosbach;493500;91333;Germany;Baden-Württemberg
IT-Kundenbetreuer 1st Level Support (w/m/d);2025-04-02T16:07:28Z;Passion for People GmbH;;;mosbach;493500;91333;Germany;Baden-Württemberg
IT-Support Mitarbeiter (w/m/d);2025-04-02T16:07:28Z;Passion for People GmbH;;;mosbach;493500;91333;Germany;Baden-Württemberg
(Junior/Senior) Full Stack Developer (m/w/d) fÃ¼r Web-Technologien;2025-04-02T16:06:42Z;Nesto Software GmbH;;;karlsruhe;490167;84000;Germany;Baden-Württemberg
Software Engineer Python (Automotive Unit);2025-04-02T16:06:40Z;Simi Reality Motion Systems GmbH;;;unterschleißheim;482833;115667;Germany;Bavaria
IT Systemadministrator (m/w/d) User Help Desk;2025-04-02T16:05:45Z;Amadeus Fire AG;;;hamburg;535500;100000;Germany;Hamburg
IT-Projektmanager;2025-04-02T15:29:52Z;Accso - Accelerated Solutions GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Software Engineer* Individualsoftware;2025-04-02T15:28:57Z;Accso - Accelerated Solutions GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Fullstack Entwickler Java*;2025-04-02T15:28:01Z;Accso - Accelerated Solutions GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
NET Core / C# Engineer*;2025-04-02T15:27:06Z;Accso - Accelerated Solutions GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Senior Frontend Developer* Vue.js, React, Angular;2025-04-02T15:25:20Z;Accso - Accelerated Solutions GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Software Architect*;2025-04-02T15:24:20Z;Accso - Accelerated Solutions GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Java Engineer*;2025-04-02T15:23:24Z;Accso - Accelerated Solutions GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Senior Business Analyst/ Requirements Engineer*;2025-04-02T15:22:19Z;Accso - Accelerated Solutions GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Cloud&DevOps Engineer*;2025-04-02T15:20:37Z;Accso - Accelerated Solutions GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
AI Experte*;2025-04-02T15:19:22Z;Accso - Accelerated Solutions GmbH;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Business Developer/ Sales Manager (m/w/d);2025-04-02T12:25:03Z;TALENTLOTSEN GmbH;;;braunschweig;522692;105211;Germany;Lower Saxony
IT-Systemadministrator fÃ¼r Bremer Softwarehaus (m/w/d);2025-04-02T10:20:48Z;HSD HÃ¤ndschke Software & Datentechnik GmbH;;;bremen;531153;87975;Germany;Bremen
Head of Web Development;2025-04-02T10:19:23Z;HSD HÃ¤ndschke Software & Datentechnik GmbH;;;bremen;531153;87975;Germany;Bremen
Senior IT Systems Engineer (m/w/d) mit Schwerpunkt auf MS Azure / M365;2025-04-02T08:27:37Z;WeMatch.;;;bochum;514833;72167;Germany;North Rhine-Westphalia
DevOps Engineer (m/w/d);2025-04-02T08:24:06Z;WeMatch.;;;essen;514508;70131;Germany;North Rhine-Westphalia
Technischer Product Owner (m/w/d);2025-04-02T08:23:41Z;LORENZ Life Sciences Group;;;frankfurt;501136;86797;Germany;Hesse
DevOps Engineer (m/w/d);2025-04-02T08:23:35Z;WeMatch.;;;herten;516000;71333;Germany;North Rhine-Westphalia
Systemadministrator (m/w/d) fÃ¼r Datenbanken;2025-04-02T08:14:23Z;DIS AG;;;brühl;508333;69000;Germany;North Rhine-Westphalia
Systemadministrator (m/w/d) fÃ¼r IT-Infrastruktur;2025-04-02T08:14:23Z;DIS AG;;;rosenheim;478561;121289;Germany;Bavaria
Windows Administrator (m/w/d);2025-04-02T08:14:23Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
Systemadministrator (m/w/d) fÃ¼r Cloud-Infrastruktur;2025-04-02T08:14:22Z;DIS AG;;;ludwigshafen;494811;84353;Germany;Rhineland-Palatinate
Systemadministrator (m/w/d) fÃ¼r Backup und Wiederherstellung;2025-04-02T08:14:22Z;DIS AG;;;neustadt;493500;81500;Germany;Rhineland-Palatinate
Systemadministrator (m/w/d) fÃ¼r Backup und Wiederherstellung;2025-04-02T08:14:22Z;DIS AG;;;neustadt;488111;93656;Germany;Baden-Württemberg
Systemadministrator (m/w/d) fÃ¼r Backup und Wiederherstellung;2025-04-02T08:14:22Z;DIS AG;;;neustadt;495800;106089;Germany;Bavaria
Systemadministrator (m/w/d) fÃ¼r Backup und Wiederherstellung;2025-04-02T08:14:22Z;DIS AG;;;neustadt;497306;121706;Germany;Bavaria
Systemadministrator (m/w/d) fÃ¼r Backup und Wiederherstellung;2025-04-02T08:14:22Z;DIS AG;;;neustadt;495656;88437;Germany;Hesse
IT Administrator (m/w/d);2025-04-02T08:11:36Z;WeMatch.;;;telgte;519500;77833;Germany;North Rhine-Westphalia
Senior IT Administrator (m/w/d);2025-04-02T08:10:26Z;WeMatch.;;;bochum;514833;72167;Germany;North Rhine-Westphalia
IT Systemadministrator (m/w/d);2025-04-02T08:09:50Z;WeMatch.;;;gelsenkirchen;515167;71000;Germany;North Rhine-Westphalia
IT System Engineer (m/w/d);2025-04-02T08:09:15Z;WeMatch.;;;gelsenkirchen;515167;71000;Germany;North Rhine-Westphalia
IT Architekt (m/w/d);2025-04-02T08:08:40Z;WeMatch.;;;gelsenkirchen;515167;71000;Germany;North Rhine-Westphalia
Senior Netzwerk Administrator (m/w/d);2025-04-02T08:07:54Z;WeMatch.;;;essen;514508;70131;Germany;North Rhine-Westphalia
Junior Java Entwickler (m/w/d);2025-04-02T07:07:11Z;dialog EDV Systementwicklung GmbH;;;hannover;523744;97386;Germany;Lower Saxony
Senior Software Developer & Architect (m/w/d);2025-04-02T07:07:11Z;dialog EDV Systementwicklung GmbH;;;hannover;523744;97386;Germany;Lower Saxony
Senior Java Developer (all genders) in Lissabon;2025-04-02T04:05:54Z;Saxony Media Solutions GmbH;;;dresden;510493;137384;Germany;Saxony
Senior Software Engineer - Platform Germany;2025-04-02T03:40:30Z;Regnology Group GmbH;;;gera;508782;120824;Germany;Thuringia
Solution Developer (m/w/d);2025-04-02T02:14:09Z;PSI Software SE;;;aschaffenburg;499757;91478;Germany;Bavaria
Technical Writer (f/m/d);2025-04-02T02:11:41Z;PSI Software SE;;;berlin;525167;133833;Germany;Berlin
Software Developer (m/w/d);2025-04-02T02:11:20Z;PSI Software SE;;;aschaffenburg;499757;91478;Germany;Bavaria
Knowledge Manager (f/m/d);2025-04-02T02:10:17Z;PSI Software SE;;;berlin;525167;133833;Germany;Berlin
Senior Fullstack Engineer - Employee App;2025-04-02T00:25:33Z;Staffbase GmbH;;;chemnitz;508333;129167;Germany;Saxony
Senior Fullstack Engineer - Employee App;2025-04-02T00:24:54Z;Staffbase GmbH;;;leipzig;513500;123833;Germany;Saxony
Senior Fullstack Engineer - Employee App;2025-04-02T00:24:44Z;Staffbase GmbH;;;dresden;510493;137384;Germany;Saxony
Senior Fullstack Engineer - Employee App;2025-04-02T00:24:41Z;Staffbase GmbH;;;berlin;525167;133833;Germany;Berlin
Business Process Manager m/w/d;2025-04-02T00:20:17Z;proALPHA Business Solutions GmbH;;;landau;491994;81231;Germany;Rhineland-Palatinate
DevOps Engineer (m/w/d) Agile Methoden;2025-04-02T00:05:27Z;Amadeus Fire AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
Network Engineer (m/f/d);2025-04-01T23:28:24Z;think project! International GmbH & Co. KG;;;mönchengladbach;512000;64333;Germany;North Rhine-Westphalia
Consultant fÃ¼r klinische Systeme (m/w/d) remote;2025-04-01T21:20:51Z;CompuGroup Medical SE;;;hamburg;535500;100000;Germany;Hamburg
Software-Architekt im C# / .Net (m/w/d));2025-04-01T21:20:41Z;CompuGroup Medical SE;;;sankt wolfgang;482415;121834;Germany;Bavaria
L2 Support Professional DOC Sozial (m/w/d);2025-04-01T21:20:35Z;CompuGroup Medical SE;;;essen;514508;70131;Germany;North Rhine-Westphalia
Expert DevOps Engineer (f/m/d) - Cloud Network Engineering (Cloud ERP);2025-04-01T20:27:12Z;SAP;;;roth;492461;110911;Germany;Bavaria
(Senior) Applied AI and Data Engineer (f/m/d);2025-04-01T20:26:10Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
IT Data Center Senior Specialist - Data Center Site Operations Manager (f/m/d);2025-04-01T20:26:04Z;SAP;;;mörfelden-walldorf;499896;85661;Germany;Hesse
Consultant Datenbanken (gn);2025-04-01T19:41:49Z;HRVST GmbH;;;halle;514828;119697;Germany;Saxony-Anhalt
Manager ISMS (gn);2025-04-01T19:41:43Z;HRVST GmbH;;;erfurt;509787;110328;Germany;Thuringia
Application Manager Energiemanagement (gn);2025-04-01T19:41:43Z;HRVST GmbH;;;erfurt;509787;110328;Germany;Thuringia
Qualifications as System Administrator Linux (m/f/d);2025-04-01T19:12:50Z;ATIS systems GmbH;;;bad homburg;502292;86105;Germany;Hesse
Systemadministrator Linux (m/w/d);2025-04-01T19:08:46Z;ATIS systems GmbH;;;bad homburg;502292;86105;Germany;Hesse
Projektmanager Schwerpunkt Qualit tsmanagement (m/w/d);2025-04-01T18:08:00Z;Elbjungs Software GmbH & Co. KG;;;bremen;531153;87975;Germany;Bremen
IT-Support / Helpdesk (m/w/d);2025-04-01T17:02:31Z;deborate GmbH;;;olching;482000;113167;Germany;Bavaria
Linux Administrator (m/w/d);2025-04-01T16:14:20Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
Junior Netzwerkadministrator (m/w/d);2025-04-01T16:14:20Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
Junior IT-Systemadministrator (m/w/d);2025-04-01T16:14:19Z;DIS AG;;;ludwigshafen;494811;84353;Germany;Rhineland-Palatinate
C# Softwareentwickler (m/w/d);2025-04-01T16:06:24Z;Amadeus Fire AG;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Business Analyst Online-Banking (m/w/d);2025-04-01T14:42:37Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Senior Java-Entwickler im Online-Banking (m/w/d);2025-04-01T14:42:27Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Senior IT-Projektleitung (m/w/d);2025-04-01T14:14:15Z;Finanz Informatik GmbH & Co. KG;;;münster;519625;76256;Germany;North Rhine-Westphalia
Product Owner Online-Banking (m/w/d);2025-04-01T14:13:34Z;Finanz Informatik GmbH & Co. KG;;;hannover;523744;97386;Germany;Lower Saxony
Systemadministrator (m/w/d) SaaS Betrieb;2025-04-01T12:59:47Z;SOPTIM AG;;;aachen;507762;60838;Germany;North Rhine-Westphalia
Senior Information Security Consultant (m/w/d);2025-04-01T12:37:47Z;Antal International NÃ¼rnberg;;;berlin;525167;133833;Germany;Berlin
Testautomatisierer (m/w/d);2025-04-01T12:30:18Z;WeMatch.;;;essen;514508;70131;Germany;North Rhine-Westphalia
Testautomatisierer (m/w/d);2025-04-01T12:28:20Z;WeMatch.;;;düsseldorf;512311;67724;Germany;North Rhine-Westphalia
Java Softwareentwickler (m/w/d);2025-04-01T12:22:14Z;WeMatch.;;;bochum;514833;72167;Germany;North Rhine-Westphalia
Consultant (m/w/d) Krankenhausinformationssystem;2025-04-01T12:22:14Z;Antal International NÃ¼rnberg;;;berlin;525167;133833;Germany;Berlin
Softwareentwickler Java (m/w/d);2025-04-01T12:19:14Z;WeMatch.;;;bielefeld;520167;85333;Germany;North Rhine-Westphalia
Testautomatisierer (m/w/d) - Hybrid/Remote;2025-04-01T12:17:26Z;WeMatch.;;;berlin;525167;133833;Germany;Berlin
PHP Entwickler (m/w/d);2025-04-01T12:16:08Z;Peak One GmbH;;;wiesbaden;500825;82400;Germany;Hesse
Consultant (m/w/d) fÃ¼r SAP/Telematikinfrastruktur;2025-04-01T12:09:36Z;Antal International NÃ¼rnberg;;;augsburg;483717;108983;Germany;Bavaria
Engineering Manager (m/f/d);2025-04-01T11:36:14Z;softgarden e-recruiting gmbh;;;berlin;525167;133833;Germany;Berlin
Software Engineer* Individualsoftware;2025-04-01T11:25:19Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
Fullstack Entwickler Java*;2025-04-01T11:24:49Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
DPA Engineer* Camunda (alle Standorte);2025-04-01T11:24:18Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
Senior Software Architect*;2025-04-01T11:23:57Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
Cloud&DevOps Engineer*;2025-04-01T11:23:32Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
.NET Core / C# Engineer*;2025-04-01T11:23:01Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
Java Engineer*;2025-04-01T11:22:36Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
Software Architect*;2025-04-01T11:22:15Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
Kotlin Engineer*;2025-04-01T11:21:50Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
Senior Mobile App Engineer* iOS und Android;2025-04-01T11:21:24Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
Platform Engineer / Cloud Administrator*;2025-04-01T11:20:28Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
Senior Fullstack Entwickler - Java, Spring, Angular*;2025-04-01T11:19:37Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
Kaufm. Angestellte* Kreditorenbuchhaltung;2025-04-01T11:19:12Z;Accso - Accelerated Solutions GmbH;;;darmstadt;498667;86500;Germany;Hesse
PHP Entwickler / Web Developer (m/w/d);2025-04-01T11:06:18Z;intedia GmbH;;;bielefeld;520167;85333;Germany;North Rhine-Westphalia
Senior Backend Developer (m/w/d);2025-04-01T11:06:16Z;dokSAFE GmbH;;;leipzig;513500;123833;Germany;Saxony
Datacenter Systems Engineer (m/w/d);2025-04-01T10:50:53Z;Antal International NÃ¼rnberg;;;augsburg;483717;108983;Germany;Bavaria
Systems Engineer (m/w/d) Active Directory & Identity;2025-04-01T10:42:42Z;Antal International NÃ¼rnberg;;;heidelberg;494122;87100;Germany;Baden-Württemberg
Senior Cybersecurity Platforms Engineer (m/w/d);2025-04-01T10:22:40Z;Antal International NÃ¼rnberg;;;augsburg;483717;108983;Germany;Bavaria
Cyber Security Analyst (m/w/d);2025-04-01T09:51:35Z;Antal International NÃ¼rnberg;;;augsburg;483717;108983;Germany;Bavaria
Senior SAP I.S.H.MED Produktarchitekt (m/w/d);2025-04-01T09:46:40Z;Antal International NÃ¼rnberg;;;heidelberg;494122;87100;Germany;Baden-Württemberg
Business Developer (m/w/d) Verteidigung und Sicherheit;2025-04-01T08:44:59Z;Stender GmbH;;;wangen im allgäu;476858;98342;Germany;Baden-Württemberg
IT-Administrator (m/w/d);2025-04-01T08:19:36Z;DIS AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
IT-Administrator (m/w/d) in Dresden;2025-04-01T08:19:33Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
ServiceDesk Mitarbeiter (m/w/d);2025-04-01T06:43:39Z;tracetronic GmbH;;;dresden;510493;137384;Germany;Saxony
Datenbank Administrator (m/w/d) in Dresden;2025-04-01T06:25:27Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Anwendungsbetreuer*in in Potsdam (m/w/d);2025-04-01T06:25:24Z;DIS AG;;;berlin;525167;133833;Germany;Berlin
Anwendungsbetreuer/in in KÃ¶nigs Wusterhausen (m/w/d);2025-04-01T06:25:24Z;DIS AG;;;königs wusterhausen;522917;136250;Germany;Brandenburg
Anwendungsbetreuer/in in Eberswalde (m/w/d);2025-04-01T06:25:24Z;DIS AG;;;eberswalde;528331;138331;Germany;Brandenburg
Anwendungsbetreuer*in in Eberswalde (m/w/d);2025-04-01T06:25:24Z;DIS AG;;;eberswalde;528331;138331;Germany;Brandenburg
Anwendungsbetreuer*in in KÃ¶nigs Wusterhausen (m/w/d);2025-04-01T06:25:24Z;DIS AG;;;berlin;525167;133833;Germany;Berlin
Netzwerkadministrator (m/w/d) - Hybridanteil;2025-04-01T06:25:19Z;DIS AG;;;landau;491994;81231;Germany;Rhineland-Palatinate
Onsite IT-Techniker (m/w/d);2025-04-01T06:25:15Z;DIS AG;;;leonberg;488014;90131;Germany;Baden-Württemberg
IT-Administrator (m/w/d) in Dresden;2025-04-01T06:24:49Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
IT-Systemengineer (m/w/d) fÃ¼r Microsoft Umgebungen GÃ¶rlitz;2025-04-01T06:24:49Z;DIS AG;;;görlitz;511528;149872;Germany;Saxony
Java Full Stack Developer (m/w/d) in Dresden;2025-04-01T06:24:49Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Senior Softwareentwickler (m/w/d);2025-04-01T06:24:42Z;DIS AG;;;pirmasens;492000;76000;Germany;Rhineland-Palatinate
Netzwerkadministrator (m/w/d);2025-04-01T06:24:40Z;DIS AG;;;weinheim;495561;86697;Germany;Baden-Württemberg
IT-Systemadministrator fÃ¼r IT-SicherheitslÃ¶sungen (m/w/d);2025-04-01T06:24:38Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT-Systemadministrator fÃ¼r Systemintegration (m/w/d);2025-04-01T06:24:38Z;DIS AG;;;lingen;525233;73172;Germany;Lower Saxony
IT-Systemadministrator (m/w/d);2025-04-01T06:24:37Z;DIS AG;;;worms;496319;83653;Germany;Rhineland-Palatinate
IT-Systemadministrator fÃ¼r Cloud-LÃ¶sungen (m/w/d);2025-04-01T06:24:37Z;DIS AG;;;ludwigshafen;494811;84353;Germany;Rhineland-Palatinate
IT-Systemadministrator (m/w/d) Netzwerk & IT-Security;2025-04-01T06:24:37Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT-Systemadministrator (m/w/d) â€“ Worms;2025-04-01T06:24:37Z;DIS AG;;;worms;496319;83653;Germany;Rhineland-Palatinate
IT-Systemadministrator fÃ¼r Helpdesk-Support (m/w/d);2025-04-01T06:24:37Z;DIS AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
IT-Systemadministrator fÃ¼r Backup-Management (m/w/d);2025-04-01T06:24:37Z;DIS AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
IT-Support-Techniker (m/w/d);2025-04-01T06:24:36Z;DIS AG;;;speyer;493194;84311;Germany;Rhineland-Palatinate
IT-Support Specialist (m/w/d);2025-04-01T06:24:31Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT-Support Manager (m/w/d);2025-04-01T06:24:31Z;DIS AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
IT-Projektmanager (m/w/d);2025-04-01T06:24:25Z;DIS AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
IT-Netzwerkspezialist (m/w/d);2025-04-01T06:24:24Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT-Netzwerkadministrator (m/w/d);2025-04-01T06:24:24Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT First Level Support / Help Desk (m/w/d);2025-04-01T06:24:13Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
IT First Level Support / Help Desk (m/w/d);2025-04-01T06:24:13Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
First-Level-Support-Mitarbeiter (m/w/d);2025-04-01T06:24:13Z;DIS AG;;;weinheim;495561;86697;Germany;Baden-Württemberg
DevOps Engineer (m/w/d);2025-04-01T06:24:12Z;DIS AG;;;worms;496319;83653;Germany;Rhineland-Palatinate
DevOps Engineer (m/w/d);2025-04-01T06:24:12Z;DIS AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
Datenbankadministrator (m/w/d);2025-04-01T06:24:12Z;DIS AG;;;mörfelden-walldorf;499896;85661;Germany;Hesse
Datenbankadministrator (m/w/d);2025-04-01T06:24:12Z;DIS AG;;;lingen;525233;73172;Germany;Lower Saxony
Datenbankadministrator (m/w/d);2025-04-01T06:24:12Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
Datenbankadministrator (m/w/d);2025-04-01T06:24:12Z;DIS AG;;;worms;496319;83653;Germany;Rhineland-Palatinate
DevOps Engineer Microsoft (m/w/d) in Dresden;2025-04-01T06:24:01Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Senior IT-Administrator (m/w/d) in Dresden;2025-04-01T06:24:00Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
IT-Systemengineer (m/w/d) in Dresden;2025-04-01T06:23:59Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Systemadministrator (m/w/d) - hybrides Arbeiten (Remote & PrÃ¤senz);2025-04-01T06:23:59Z;DIS AG;;;stuttgart;487761;91775;Germany;Baden-Württemberg
Digitaler Architekt (m/w/d) fÃ¼r Webentwicklung in Radebeul;2025-04-01T06:23:56Z;DIS AG;;;radebeul;511033;136700;Germany;Saxony
1st und 2nd Level Support;2025-04-01T06:23:46Z;DIS AG;;;ludwigsburg;488975;91919;Germany;Baden-Württemberg
Datenbankadministrator (m/w/d);2025-04-01T06:23:46Z;DIS AG;;;tübingen;485200;90556;Germany;Baden-Württemberg
Application Support Specialist (m/w/d);2025-04-01T06:23:07Z;DIS AG;;;kornwestheim;488597;91850;Germany;Baden-Württemberg
IT-Systemadministrator (m/w/d) in der Finanzbranche;2025-04-01T06:23:07Z;DIS AG;;;göppingen;487025;96528;Germany;Baden-Württemberg
Softwareentwickler (m/w/d);2025-04-01T06:23:02Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
Softwareentwickler (m/w/d) im Bereich Digital Business Solutions in Dresden;2025-04-01T06:23:00Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Senior Java Softwareentwickler (m/w/d) im Bereich eHealth Solutions in Dresden;2025-04-01T06:22:59Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Senior Entwickler (m/w/d) fÃ¼r Webanwendungen Java / JavaScript in Dresden;2025-04-01T06:22:59Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Junior Linux-Systemadministrator (m/w/d) in Dresden;2025-04-01T06:22:59Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
IT-Systemadministrator (m/w/d) in Dresden;2025-04-01T06:22:57Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Fachinformatiker/in fÃ¼r Systemintegration (m/w/d);2025-04-01T06:22:57Z;DIS AG;;;mannheim;494878;84661;Germany;Baden-Württemberg
Softwareservicetechniker (m/w/d) in Bautzen;2025-04-01T06:22:49Z;DIS AG;;;bautzen;511814;144239;Germany;Saxony
Softwareentwickler (m/w/d) im Bereich Smart Energy Solutions in Dresden;2025-04-01T06:22:49Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Softwareentwickler (m/w/d) in Dresden;2025-04-01T06:22:49Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
DevOps Engineer (m/w/d) in Dresden;2025-04-01T06:22:48Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
DevOps System Engineer (m/w/d) in Dresden;2025-04-01T06:22:48Z;DIS AG;;;dresden;510493;137384;Germany;Saxony
Netzwerkadministrator (m/w/d);2025-04-01T06:22:43Z;DIS AG;;;speyer;493194;84311;Germany;Rhineland-Palatinate
ERP Systemadministrator (m/w/d) in Ludwigshafen;2025-04-01T06:22:41Z;DIS AG;;;ludwigshafen;494811;84353;Germany;Rhineland-Palatinate
ERP Systemadministrator (m/w/d) in Heidelberg;2025-04-01T06:22:41Z;DIS AG;;;heidelberg;494122;87100;Germany;Baden-Württemberg
1st & 2nd Level Supporter (m/w/d) - hybrides Arbeiten (Remote & PrÃ¤senz);2025-04-01T06:22:17Z;DIS AG;;;stuttgart;487761;91775;Germany;Baden-Württemberg
DevOps Engineer (m/f/d);2025-04-01T04:33:40Z;NEXPLORE Technology GmbH;;;essen;514508;70131;Germany;North Rhine-Westphalia
Softwareentwickler:in (m/w/d);2025-04-01T04:20:44Z;HTW Berlin;;;hannover;523744;97386;Germany;Lower Saxony
Specialist Software Support (m/w/d);2025-04-01T00:30:44Z;DocuWare GmbH;;;germering;481333;113667;Germany;Bavaria
Software-Architekt (m/w/d);2025-04-01T00:30:44Z;DocuWare GmbH;;;germering;481333;113667;Germany;Bavaria
Scrum Master / Agile Coach (m/w/d) - Konstanz mit remote Anteil;2025-04-01T00:30:42Z;SEITENBAU GmbH;;;konstanz;476633;91753;Germany;Baden-Württemberg
(Senior) IT Security Specialist (m/w/d);2025-04-01T00:30:42Z;DocuWare GmbH;;;germering;481333;113667;Germany;Bavaria
Entwickler (m/w/d) fÃ¼r Web-Applikationen;2025-04-01T00:29:29Z;CompuGroup Medical SE & Co. KGaA;;;fürstenwalde;523667;140667;Germany;Brandenburg
